truth_label,test_index,method,truth_u,truth_covariance,u_posterior_mean,covariance_posterior_mean,covariance_error,covariance_posterior_sd,covariance_q05,covariance_q95,covariance_covers90,extremal_ise
high,35,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5184262363648184,0.5051513884364415,0.4858286181640196]","[349.65322095116005,64.40393903590272,190.8848473393666]","[-121.69394898977583,-134.66687935962466,-71.11272618808786]","[78.83070725981042,53.76764173032322,43.67420932002444]","[232.87273962999893,-25.858974599768587,126.76097690221873]","[493.2755185393522,151.91019656052507,271.2226800713897]","[true,false,true]",0.002948737924818446
high,36,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.496832231969907,0.4964510793323734,0.5410017600817196]","[339.3760478399029,80.14837894361564,188.41034686799972]","[-131.97112210103296,-118.92243945191173,-73.58722665945473]","[77.64312556816233,53.173428513129366,42.571962246979794]","[226.85350337274394,-13.50459560926366,126.72767266451602]","[484.51247506607274,164.45272551060864,268.95463015198277]","[true,false,true]",0.0027362099080618005
high,37,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5023203143149052,0.4946316526803998,0.49690211531821205]","[342.25712294032434,66.76340924854566,188.117860190172]","[-129.09004700061155,-132.3074091469817,-73.87971333728245]","[79.3313785468348,54.06069990386303,43.36216591498641]","[226.5337416763239,-24.354645412613355,126.35873200669701]","[489.3483461324221,153.008065397205,268.97314096689007]","[true,false,true]",0.003040365886649665
high,38,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.49135725515493334,0.4996042893976347,0.5002436589399908]","[336.8521058869199,67.97064014795679,189.32710729760706]","[-134.49506405401598,-131.10017824757057,-72.67046622984739]","[77.4195530362377,52.832683230690805,42.97403935294362]","[225.521463825327,-18.467813567185704,126.28009050134507]","[481.1469594689843,153.95164993512572,269.73185180578616]","[true,false,true]",0.0030237653558284595
high,39,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.48417083191575255,0.5043174725134772,0.5066703737636532]","[333.3091673907875,69.44016308819235,190.44609499913173]","[-138.0380025501484,-129.63065530733502,-71.55147852832272]","[76.16168043248358,52.714735898828465,42.67725731356417]","[225.47218802696983,-22.829642942253354,127.79485299095518]","[477.08957329808874,152.7276426267649,269.0977869256172]","[true,false,true]",0.0029878162188211863
high,40,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5003898697873981,0.516408842080908,0.5082907115115353]","[341.41302644312213,71.60891159656168,193.7732489543559]","[-129.93414349781375,-127.46190679896569,-68.22432457309856]","[79.35475511770746,53.61345439065338,43.50740112262071]","[224.78766977049736,-19.410868264840808,128.34157374059117]","[488.8657241067861,157.53009438132844,272.9009898911711]","[true,false,true]",0.002755127989007233
high,41,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4781035316648992,0.5044188667149841,0.527723838450332]","[330.7586125048851,75.39180862251119,190.6429612641271]","[-140.5885574360508,-123.67900977301618,-71.35461226332734]","[76.94066507564473,52.29252310818904,43.51064899020224]","[222.32071768115276,-15.070104209227908,127.60911434042693]","[473.7688815360255,156.96441436055522,271.60328417256835]","[true,false,true]",0.0028834578969404935
high,42,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5326620916893374,0.5347227057847895,0.49329504150920284]","[356.8059946024607,69.08220767122366,198.75056657723886]","[-114.54117533847517,-129.98861072430373,-63.24700695021559]","[80.52925380662187,55.35941431396647,44.09773413841853]","[231.96868742446145,-24.879246311315526,130.0958108540005]","[502.34081659425624,158.29789928532776,278.35833780595544]","[true,false,true]",0.002589780849106208
high,43,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5090732952586038,0.4963132859836632,0.5052352278678696]","[345.26447248137504,69.8445031369446,188.53756525131107]","[-126.08269745956085,-129.22631525858276,-73.46000827614338]","[78.7248229977974,53.230383202765665,43.37054808186358]","[228.77992182002762,-20.751478272544972,125.928734563449]","[491.0149056728926,154.27058053887913,271.24853603334316]","[true,false,true]",0.0028838359183267132
high,44,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4995680108326948,0.5561866865829166,0.48235118417043704]","[340.73073113980774,64.96457906397109,204.44146221809712]","[-130.61643880112814,-134.10623933155628,-57.556111309357334]","[78.07874350674223,55.75857386000786,43.489699805262866]","[226.2103582789643,-28.063023750972626,135.54624985828957]","[484.65229392604874,157.35798798296068,281.0103301469427]","[true,false,true]",0.002789671497597455
high,45,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5232429776437868,0.5130930287444193,0.5274136363202387]","[352.183966517653,78.49970867316165,192.96249142411688]","[-119.16320342328288,-120.57110972236572,-69.03508210333757]","[79.90189521766287,53.61104547636617,43.79385990569386]","[230.48440998457323,-15.32823305781914,127.57447989043757]","[499.27086725759386,162.44697034535466,272.9120633938016]","[true,false,true]",0.0024721195884775927
high,46,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.49050571701500983,0.538050385310098,0.5074549325162763]","[336.4742121580602,71.95009396109806,199.6389405479825]","[-134.8729577828757,-127.1207244344293,-62.35863297947196]","[77.53570851986115,54.92771427814018,44.16818373923004]","[224.5495558863712,-22.116537791807954,131.73006547106505]","[481.6532624059502,159.45648596558254,277.789622050546]","[true,false,true]",0.0026966780007870897
high,47,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.51306456498063,0.4869896052397099,0.5163888821472679]","[347.13573209701246,73.35478707548913,186.13580960295462]","[-124.21143784392342,-125.71603132003824,-75.86176392449983]","[78.76850252739544,52.09561894462705,43.10403851406759]","[229.07788781633096,-16.55340548807494,124.91515289433241]","[490.295194129726,155.89868351689697,267.7299197252334]","[true,false,true]",0.0028328632547114773
high,48,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4953296624075075,0.49678711276446447,0.5131403598213654]","[338.88511186375416,71.87275895173704,188.81618782250573]","[-132.46205807718172,-127.19805944379033,-73.18138570494872]","[78.6156252106536,53.565816587934094,44.09675516303874]","[225.47645659248468,-19.075712447736652,125.99384045590772]","[487.3156121061664,157.92659682685385,271.0966967278917]","[true,false,true]",0.0029225055579496094
high,49,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.49055381959886235,0.5018794265082948,0.5250298769701968]","[336.49749040224026,75.26651439074934,190.08224638806874]","[-134.84967953869563,-123.80430400477803,-71.91532713938571]","[77.4940503742355,52.612800653040736,43.846885193149966]","[224.52211114326508,-16.228644494337697,125.47571518781618]","[481.0647468281612,158.49018113770268,272.36277345606675]","[true,false,true]",0.002824935100212905
high,50,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4767967210380175,0.5066434520835466,0.5094482237441191]","[329.89909345661175,70.18658754475751,191.32879962732954]","[-141.44807648432413,-128.88423085076985,-70.6687739001249]","[75.63179385636562,52.9649298356336,44.040622832451106]","[223.46399118533316,-20.006322536331446,126.12608345102626]","[471.9456359667315,154.56001093351804,273.82687503353316]","[true,false,true]",0.0030123026246744213
high,51,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5129619203871992,0.4928425500137063,0.49166240448743165]","[347.23878052717413,65.60707072179889,187.7349206079656]","[-124.10838941376176,-133.46374767372848,-74.26265291948886]","[79.36790757869765,53.130481130684274,43.57781921490715]","[228.15736843412898,-23.232261071512987,125.06101566837532]","[495.9007622711602,152.05586861723805,268.137526556262]","[true,false,true]",0.0030197454808379895
high,52,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.49735673193217644,0.5599318895092701,0.5327500548153503]","[339.6643363462154,80.92527222590114,205.47728910999578]","[-131.68283359472048,-118.14554616962623,-56.52028441745867]","[77.72761044775008,55.02817936185982,43.39939035673642]","[225.64162901970403,-16.346446932362383,134.8922508932694]","[483.53955170826424,167.6350363227382,280.8811168828165]","[true,false,true]",0.00229949549671823
high,53,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.47931678781560194,0.5180736339970373,0.513859120077679]","[331.1955577782829,72.01158503039619,194.12628538296931]","[-140.151612162653,-127.05923336513118,-67.87128814448513]","[76.56916328010365,52.48039874661984,43.14296307117078]","[223.00439806451934,-18.01046525828068,128.00926986370658]","[480.3631932936101,155.79323722679587,272.75722862708494]","[true,false,true]",0.002860886686040171
high,54,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4731463768931425,0.5123632653560282,0.5130286682555281]","[328.5794639695553,71.299089423954,192.82940667686262]","[-142.76770597138056,-127.77172897157337,-69.16816685059183]","[76.94947187752032,53.09783793267578,43.93914854616546]","[220.49237669731772,-19.274013218697796,126.84721394159908]","[473.38767086123744,157.28711220201532,272.5247619363856]","[true,false,true]",0.0029731056009423104
high,55,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.501218028278351,0.5125295669276949,0.4809465812167602]","[341.4286460104112,62.65241926575484,192.77072077190513]","[-129.91852393052466,-136.41839912977252,-69.22685275554932]","[77.821531886934,53.438005992412954,43.60255444206637]","[226.92656091214724,-25.104842692807935,128.27565060316203]","[483.8985617563151,148.30304480485202,274.21025293250153]","[true,false,true]",0.003051773954717602
high,56,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5116199386473281,0.5103018480861325,0.4717342440419493]","[346.5883103666767,60.199265655288784,192.25187836118053]","[-124.75885957425919,-138.8715527402386,-69.74569516627392]","[79.36274136045074,54.22169259781764,43.8457209404693]","[227.9759832619443,-28.745221417964377,127.86256831834778]","[492.78537548567624,148.11636171179975,272.8841802572684]","[true,false,true]",0.003115880373399845
high,57,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5205535912814263,0.4960084163263745,0.5182758533404437]","[350.682759663426,74.6448342032275,188.5784145473606]","[-120.66441027750989,-124.42598419229986,-73.41915898009384]","[78.9456813456603,53.14859076378092,43.87694678359163]","[233.28134963914633,-18.13736785194085,126.26215046079527]","[493.27280357382114,160.06797700383487,270.6454778272264]","[true,false,true]",0.0026993949104593307
high,58,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.49554106558256117,0.4998954834410559,0.5534606933078821]","[338.89529032886276,84.0920254938091,189.4403153128833]","[-132.45187961207313,-114.97879290171826,-72.55725821457114]","[78.1081495238769,51.65328410697122,43.27494133198541]","[225.77536093601836,-9.200221648901648,126.45363955943374]","[486.5679898495908,163.7338700997537,269.7469879122659]","[true,false,true]",0.0026377370814800387
high,59,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4958721089301956,0.49489452061508565,0.515164526150529]","[338.8373132397214,72.3152075212777,188.3294569184447]","[-132.50985670121446,-126.75561087424967,-73.66811660900976]","[77.20620353596942,53.314131610352085,44.01494445060096]","[226.80253113261475,-18.100336337297946,125.21555065765372]","[482.4580239232465,158.53824175458308,270.8994657140264]","[true,false,true]",0.0029166075602617453
high,60,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.45664468551264337,0.5653344686892985,0.4971447084419713]","[321.018983927276,68.11784262409589,207.14984814755007]","[-150.3281860136599,-130.95297577143148,-54.847725379904375]","[75.36370513070314,54.78587271780974,44.19652151409817]","[218.26634746379995,-23.793385915085118,136.96919103668367]","[467.6588142853512,157.90329675890092,284.02192979810866]","[false,false,true]",0.0029010959793135684
high,61,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5042043895255431,0.49286891436467434,0.5079380320010607]","[343.12144791793605,70.44045540080165,187.62749403124883]","[-128.22572202299983,-128.63036299472571,-74.37007949620562]","[79.47364142949712,52.191189204479876,43.073782107586325]","[228.01096656719665,-17.738714721394363,124.75618560163657]","[493.2934349044632,153.99440687198845,266.98912372657446]","[true,false,true]",0.0029158178206010904
high,62,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5196749822051595,0.49520472148057015,0.504923893334813]","[350.5233066082424,70.61985301796793,188.30579045677692]","[-120.82386333269346,-128.45096537755944,-73.69178307067753]","[79.87446735080665,53.22057290498062,43.54692349692907]","[230.7331683961906,-19.584909599315182,125.64196753148236]","[493.94693638504896,157.58375763583282,269.7637759406063]","[true,false,true]",0.002814201369184088
high,63,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4971424062867183,0.5024461065011508,0.5066578562627421]","[339.4318684661959,70.06239115748384,190.15197964787725]","[-131.91530147473998,-129.0084272380435,-71.8455938795772]","[77.37365447867394,52.95523888065113,43.5251770759797]","[227.6815258711063,-20.739490237342277,125.96029143166874]","[484.80111507726014,155.08585013109771,270.26500640188027]","[true,false,true]",0.0029069388988419743
high,64,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.48456000518789194,0.49406596626496346,0.516358371802995]","[333.81154544001436,72.04675762324513,187.8762938964484]","[-137.53562450092153,-127.02406077228224,-74.12127963100605]","[77.67898844844436,52.13612019430094,42.853161218241596]","[224.13829651457365,-17.480443344801202,125.96013030974856]","[479.1762577626065,154.03843425273962,268.31534939364053]","[true,false,true]",0.0029983533620322207
high,65,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.47491435670492554,0.5150117700321711,0.5213713777714072]","[329.10000708484984,73.90895931981139,193.41892753996294]","[-142.24716285608605,-125.16185907571598,-68.57864598749151]","[76.03618537341396,52.45383524765786,43.534044392341514]","[223.1403495053558,-18.353747526224836,127.86672328050254]","[474.7368994053095,157.2976005423712,272.0874874644622]","[true,false,true]",0.002870407990733964
high,66,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4773867067098594,0.5014341550223328,0.5382013474633623]","[330.4762982111144,78.35253339090389,189.86127132057007]","[-140.8708717298215,-120.71828500462348,-72.13630220688438]","[77.08488245394847,51.426179917350105,43.28308350865171]","[222.38474574707956,-13.720759471513123,125.35448454591142]","[476.8443871733414,157.82936637586613,270.04326669227913]","[true,false,true]",0.0028613657228678258
high,67,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5147534945898314,0.49509475720924156,0.5017958741303674]","[347.89858988597086,68.93362803775028,188.38997547247618]","[-123.44858005496502,-130.1371903577771,-73.60759805497827]","[78.55800569849765,53.64282988946012,44.03952757791751]","[229.39463689673175,-22.1311741610769,124.73972866364102]","[488.4971200931133,154.36723882269337,270.2659880820792]","[true,false,true]",0.00289231977413301
high,68,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5151007839801311,0.49151543462273484,0.5044643904116505]","[347.85900913161913,69.73124053745126,187.32839690968183]","[-123.48816080931675,-129.3395778580761,-74.66917661777262]","[77.62678090591606,53.95380583065902,43.38600751743086]","[231.40692787246238,-19.92868784980565,125.42338721478046]","[489.35966749583946,156.1885408524163,268.8699173193811]","[true,false,true]",0.002900505371220607
high,69,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5096824342288641,0.5282549959299377,0.5616403442868029]","[345.78317829386026,89.3525443189434,197.07434679723633]","[-125.56399164707562,-109.71827407658397,-64.92322673021812]","[79.81210529836014,52.76697427164975,44.346069527169796]","[229.66919599926877,-5.471690210554319,130.05824044301022]","[493.2961925646088,169.84054649872718,277.7121581211163]","[true,false,true]",0.0022383241453646763
high,70,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5125560398963488,0.4977619686562661,0.4922731395708969]","[347.02773780360457,65.962440458943,189.07045360609126]","[-124.31943213733132,-133.10837793658436,-72.92711992136319]","[79.38523808152783,53.860817634109004,44.103002492637124]","[228.74674708006518,-24.31839842418792,125.7279240178924]","[492.7778399138947,151.30677470793367,271.91274813933563]","[true,false,true]",0.0029807789616202902
high,71,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4862672249648128,0.5012141235228548,0.5188186218081887]","[334.41109031826954,73.08427683761886,189.8867820242925]","[-136.93607962266634,-125.98654155790851,-72.11079150316195]","[76.78570379987487,52.47315218844785,43.70157216029097]","[224.66039767899682,-15.53410523660925,126.20296280336137]","[478.33768561336035,156.12933553093166,271.2666261288258]","[true,false,true]",0.002912516790607045
high,72,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.47830285759097835,0.4946324613989838,0.5272608991392582]","[330.9354133620014,74.88945191353176,188.05815851697884]","[-140.4117565789345,-124.18136648199561,-73.93941501047561]","[77.53104952247158,52.329849128404845,42.90822453765869]","[222.4873644229487,-15.623773202296983,125.00237667366646]","[481.57674196690994,157.6928293196532,267.0196273019396]","[true,false,true]",0.0029811556078301778
high,73,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5149445557187377,0.4935093796036729,0.4983664702877261]","[348.2030334226424,68.03921257270247,188.07011578670418]","[-123.14413651829346,-131.0316058228249,-73.92745774075027]","[79.7984822631854,53.38093712956042,44.423884187443456]","[231.43905130410334,-21.697067736643287,123.96509467422972]","[495.5536843601427,154.58888859460114,272.85785907350095]","[true,false,true]",0.002928171978457237
high,74,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.520221034712815,0.5033820537677002,0.487652031603707]","[350.31960446695786,65.09624325339327,190.25826873480176]","[-121.02756547397803,-133.97457514213409,-71.73930479265269]","[77.93169552828562,53.82438736894953,42.840790850236594]","[232.09634090691137,-25.420359620488753,126.85016693111103]","[492.99907171385587,149.8553399567446,270.18159208614276]","[true,false,true]",0.0029302077369154043
high,75,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4849755347299826,0.5157245511675902,0.5146233782537615]","[333.4925191647323,72.72900693641184,193.45854784521694]","[-137.85465077620358,-126.34181145911553,-68.53902568223751]","[75.29897916975456,53.31491243175992,42.92490422307606]","[224.59699852679438,-17.25584894672302,129.36551921182968]","[472.51944804878957,158.60942138621186,271.40872508210356]","[true,false,true]",0.00282662495313778
high,76,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5179476762511448,0.48337621446096785,0.5017776673339607]","[349.6778393039757,68.82438348544078,185.37536394845964]","[-121.66933063696018,-130.24643491008658,-76.62220957899481]","[79.93036359545317,53.42746836213269,43.67035625447719]","[230.33713772253412,-23.080222772129325,123.42788098184643]","[496.91313352935117,156.168564757062,266.99492181788935]","[true,false,true]",0.0029673799966166794
high,77,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4862043910284361,0.48959778153069494,0.5572517656061926]","[334.4745639099777,83.83952825768756,186.88545785501537]","[-136.8726060309582,-115.2312901378398,-75.11211567243907]","[77.33897296940434,50.79175603771126,43.46834270663942]","[224.04163727756782,-6.891992368069669,124.26058988285185]","[480.1683056844787,162.5745178127213,268.8220993618996]","[true,false,true]",0.0028053262603577856
high,78,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.49181015409079765,0.4965606873642852,0.5420452897262132]","[336.90195180170883,80.06656903733125,188.62429244578843]","[-134.44521813922705,-119.00424935819612,-73.37328108166602]","[76.84047469057283,52.051572146237895,43.44390376513898]","[225.40375605916645,-12.730307021485746,125.76661911230144]","[480.0546968543997,159.89254059881492,270.25227381530823]","[true,false,true]",0.0027613619294297406
high,79,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5233019774433216,0.4875852068775498,0.5220157677358164]","[351.97928585292374,75.49703515569226,186.24210944619247]","[-119.36788408801215,-123.57378323983511,-75.75546408126198]","[78.82776406794972,52.69953996990298,42.843456256900176]","[232.63727306568887,-15.795284158533326,124.14821784650412]","[493.9599305601342,159.69313950598135,268.78222555964203]","[true,false,true]",0.002722981077634619
high,80,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4868150600783111,0.5115578009715636,0.4934298243978681]","[334.6843458517167,66.09462548122578,192.4595626236511]","[-136.66282408921916,-132.97619291430158,-69.53801090380335]","[76.85418121544237,53.232646682591636,43.442164203375235]","[223.00969506740498,-23.317851569177627,128.16624254153572]","[478.059261963782,151.89660266570917,273.8418344118055]","[true,false,true]",0.0030312486644618387
high,81,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4930924075205843,0.5228586914743367,0.5232839964950706]","[338.1556488205128,76.03446704598963,195.50880647142213]","[-133.1915211204231,-123.03635134953774,-66.48876705603232]","[79.85541308241976,53.407576543390896,43.73877299746693]","[225.13927590951536,-15.51003457843574,129.37397015991928]","[485.7288754155629,159.37559630246201,276.1655501005268]","[true,false,true]",0.00265050101962069
high,82,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4996004121690123,0.5116789918018749,0.496003959603075]","[340.7189536486104,67.1890562823191,192.44348307257053]","[-130.62821629232548,-131.88176211320825,-69.55409045488392]","[78.08629165041556,53.459491405898824,43.05492283117356]","[227.06180774403103,-22.276558390506274,127.9966382549014]","[487.45973877822354,154.22505897023962,270.7387055248947]","[true,false,true]",0.002918229634093338
high,83,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.48357016391036084,0.5134628255512261,0.5244842334613696]","[332.78124774614963,75.20732887259784,193.23387564813768]","[-138.56592219478625,-123.86348952292953,-68.76369787931677]","[74.89819314877504,52.26921393921094,44.59933040622434]","[224.73459000188987,-16.647935074131333,126.94754526056569]","[473.9297514325625,157.0186578297838,275.2376946636475]","[true,false,true]",0.002784987807736688
high,84,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.48589924123493466,0.49722334865771234,0.5241076216038425]","[334.28895202519715,74.29587758767715,188.8864288458124]","[-137.05821791573874,-124.77494080785021,-73.11114468164206]","[77.2201465861477,51.765800370426426,43.820171104642576]","[224.08971928770336,-14.974969177681668,125.52004383986318]","[480.1004047290307,156.23290964210312,272.77606227084976]","[true,false,true]",0.0029051743648573322
high,85,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.4770159338815888,0.5366074973631997,0.49305795781439465]","[329.93198148333283,66.39893015698324,199.16248751557313]","[-141.41518845760305,-132.6718882385441,-62.835086011881316]","[75.17653192084343,53.962527084324044,43.72504072626629]","[222.07610484650672,-24.44186806651809,131.64858068351143]","[471.0785205182344,153.48676512346833,278.1143141171085]","[false,false,true]",0.0029469998944589436
high,86,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5269303266063072,0.5038097568022043,0.47847755745043813]","[354.0570016714557,62.69802577547394,190.47665759416844]","[-117.2901682694802,-136.37279262005342,-71.520915933286]","[80.3793217054005,54.17739983179088,43.37735950196353]","[231.56704504253184,-26.557349442519886,126.22583840103775]","[498.5807184372424,152.19754244557086,270.5816515793402]","[true,false,true]",0.002991166723818966
high,87,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5033830805723851,0.528753973220184,0.48127572110799766]","[342.65389707243855,63.735636991364,197.125996537886]","[-128.69327286849733,-135.33518140416336,-64.87157698956844]","[78.81694105113769,54.060860511678875,43.97397929780869]","[226.678274480082,-27.273850935609897,130.15405052264023]","[486.3562210922254,152.96306861880026,275.23656670557057]","[true,false,true]",0.0029260104431933346
high,88,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5100752369798756,0.4866712496115529,0.49782008925882576]","[345.6120541879234,67.25681430996632,185.85796702497902]","[-125.73511575301251,-131.81400408556107,-76.13960650247543]","[78.2156720437573,52.34755082528982,42.13357981699363]","[231.12649525160808,-20.0497101328769,125.95679134269677]","[490.78902576835225,151.6247311940424,265.479483689798]","[true,false,true]",0.0030148174391033296
high,89,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5044742401705822,0.49324453782262306,0.5071326169930984]","[342.886709069077,70.21500352807607,187.79451786418554]","[-128.46046087185886,-128.8558148674513,-74.20305566326891]","[77.69187052580328,53.288875941573075,43.37100156064896]","[226.9964779345221,-20.223724350776987,125.01928415772615]","[489.04408733344405,154.80948522805676,267.898426907031]","[true,false,true]",0.002930433363954314
high,90,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5201941462413578,0.5232096122741982,0.500629354788394]","[350.5853941166875,70.21079567777558,195.64955122957167]","[-120.76177582424839,-128.8600227177518,-66.34802229788278]","[79.22143398353963,54.99497899239621,44.00821933629438]","[232.29920052955757,-22.328827121845027,130.12040418760537]","[494.7982356310761,158.21380236354545,275.5185440107922]","[true,false,true]",0.0026640386041047524
high,91,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5080099634065316,0.4971883278688536,0.5003797470324182]","[344.7022397326563,68.36156254227146,188.77526354388132]","[-126.64493020827956,-130.7092558532559,-73.22230998357313]","[78.37322963806241,53.31386244877724,43.37720825120401]","[228.80636691702864,-21.516160632759025,125.93208615829501]","[489.4815938815569,153.854522578007,269.16563633378655]","[true,false,true]",0.002930213574073753
high,92,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5140059040163939,0.49619157658506846,0.4976758593072118]","[347.76106521397236,67.75352531974612,188.66005430307598]","[-123.58610472696353,-131.31729307578127,-73.33751922437847]","[79.7245849207277,53.30840353644221,44.01784528803536]","[231.2406883557578,-21.551335388909987,125.81773956456372]","[493.80390089707197,153.0578631873591,272.07401391915823]","[true,false,true]",0.002926743106012299
high,93,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.45869376549016827,0.5044161445240292,0.5635106305001556]","[321.60195540553156,84.57523900857043,190.56686944094497]","[-149.74521453540433,-114.49557938695693,-71.43070408650948]","[74.07278122598217,50.67545452452491,43.07066941683536]","[219.05572452609505,-7.198418829683361,127.01073095342764]","[462.17477986936706,160.489984981436,270.4349337144696]","[false,false,true]",0.0029184253138394792
