test_index,method,truth,estimate,sd,q05,q95,covers90,width90
86,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[334.9388775073627, 72.32149248934292, 183.10836256595692]","[16.815047318036537, 9.53219277405904, 9.477804267175003]","[307.8644386101878, 56.72813954989432, 167.95118882180608]","[362.9970023643334, 88.32417340455, 199.23737332558565]","[true, true, true]","[55.13256375414562, 31.596033854655673, 31.286184503779566]"
87,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[309.76358006307026, 69.09569282243214, 199.3293386904313]","[18.11031849257272, 11.172954006466256, 11.54917678472761]","[280.7759893133385, 51.17467834013761, 180.87026328155756]","[339.78603423120904, 88.24526961494394, 218.70576689484147]","[true, true, true]","[59.010044917870516, 37.070591274806326, 37.83550361328392]"
88,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[321.769101191764, 64.8809746276212, 188.34603343829878]","[16.17233334237482, 9.465043915764106, 9.706527618069066]","[296.1925186139509, 49.567915842767285, 172.9746382942847]","[348.9573319075711, 80.81644719559378, 204.8216576096036]","[true, true, true]","[52.76481329362019, 31.248531352826497, 31.847019315318903]"
89,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[348.65835739144643, 74.60853434160394, 185.58464540569955]","[21.500847733212474, 11.847195009626734, 11.890328697711919]","[316.1067856925256, 55.897098499842734, 166.98644335381363]","[386.76141667008113, 93.71641137017654, 205.46823972460166]","[true, true, true]","[70.65463097755554, 37.81931287033381, 38.48179637078803]"
90,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[323.8502554300007, 57.88508917092936, 162.87035806026145]","[20.42367160358656, 11.436671115051778, 11.402470778134607]","[293.84639067911866, 41.006870857228385, 145.70586295072405]","[360.5655105508697, 75.77230726950256, 181.96899065350672]","[true, true, false]","[66.71911987175105, 34.76543641227418, 36.26312770278267]"
91,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[335.4498071975643, 60.6671303458378, 162.99134804008088]","[19.40917079493869, 10.351163814202375, 10.325546241446986]","[306.42149064524386, 44.23756616858302, 146.97901657585894]","[369.84112490275226, 77.71299939587438, 180.59581965404075]","[true, true, false]","[63.41963425750839, 33.475433227291354, 33.61680307818182]"
92,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[334.30321970689545, 60.806259199551654, 185.42183649329428]","[17.65425377710166, 10.053271398847054, 10.165119610704927]","[306.3410217568478, 44.77548994349613, 169.21091691411976]","[363.85633889760703, 77.51347912147929, 202.1106815575309]","[true, true, true]","[57.51531714075924, 32.73798917798316, 32.899764643411146]"
93,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[344.6310939860694, 62.62455775356764, 184.05332932803987]","[17.737249990319544, 9.981430578436616, 10.195873897460126]","[316.6890253912042, 46.65915641274039, 167.469579964967]","[374.664116030697, 79.38914026334798, 201.10760302899507]","[true, true, true]","[57.975090639492805, 32.729983850607596, 33.63802306402806]"
94,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[287.4229725752637, 48.10832018956823, 160.2012141172309]","[14.519432686895374, 7.921982698063603, 8.430204120789115]","[264.80575864118276, 35.41028354874544, 146.86524857927753]","[312.5700744421099, 61.58650777708968, 174.52414694757817]","[false, false, false]","[47.764315800927136, 26.17622422834424, 27.65889836830064]"
95,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[328.057814971958, 63.3437946919936, 186.90858815119714]","[17.460595292987623, 10.596120188059446, 10.44372491393226]","[300.14532718998083, 45.82059613411013, 170.15845938273722]","[357.2403769478652, 80.51536205819602, 204.2539194795335]","[true, true, true]","[57.09504975788434, 34.694765924085885, 34.09546009679627]"
96,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[333.79061517878233, 73.14632687887425, 187.55999219786563]","[17.138601160058755, 10.112314119293554, 10.714428472657069]","[307.15680316911363, 56.90466923802583, 170.44097297877798]","[363.37719524986943, 89.72467783942164, 205.6079060668501]","[true, true, true]","[56.2203920807558, 32.82000860139581, 35.16693308807211]"
97,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[386.3604444413452, 87.96993593151498, 192.31287928441628]","[21.22667608672348, 11.074573407127675, 10.410037406487305]","[351.8624257397479, 70.20326177236953, 176.2815762409815]","[420.9056730589288, 106.49566052068587, 209.9308774296833]","[false, true, true]","[69.04324731918092, 36.292398748316344, 33.6493011887018]"
98,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[334.8874105669632, 67.77907280647206, 191.90576564817155]","[17.513759434215938, 9.771742610083336, 10.194589286533589]","[306.96039744484204, 52.03318726867405, 175.92379577715081]","[364.27695877420217, 84.09316600973533, 209.48284065624858]","[true, true, true]","[57.31656132936013, 32.05997874106128, 33.55904487909777]"
99,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[350.0780902313337, 91.82062781462167, 196.65276543022807]","[19.333070062245316, 10.975051531307356, 10.979484048585897]","[319.35326697923216, 74.13837556581757, 179.4887128862368]","[382.81834105765904, 110.17303235641735, 215.36725138637382]","[true, false, true]","[63.46507407842688, 36.03465679059978, 35.87853850013701]"
