test_index,method,truth,estimate,sd,q05,q95,covers90,width90
4,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[251.00584017581153, -20.383105007051082, 126.21314330643811]","[13.643202871683776, 6.988378123214348, 7.110707331680314]","[229.9898368237437, -31.3553652243372, 115.90721077342715]","[273.7980075666214, -8.654739406054636, 138.31157207014303]","[true, true, true]","[43.80817074287768, 22.70062581828256, 22.404361296715877]"
5,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[234.32767625279035, -17.67273550387226, 127.3497216151018]","[12.80420307662768, 7.412258022720118, 7.683384788636402]","[214.3808471277827, -29.285392477433398, 116.31393078880299]","[255.85006392905876, -5.617183464732606, 139.99875415217886]","[true, true, true]","[41.469216801276076, 23.668209012700792, 23.68482336337587]"
6,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[268.42170397504924, -9.767296501766046, 126.03568435144801]","[17.17219534004439, 9.59201521031477, 8.982626532158758]","[242.98249577312976, -23.581385270581137, 114.93973654650564]","[298.5488014067803, 5.923208183093109, 143.32855462953424]","[false, true, true]","[55.56630563365053, 29.504593453674246, 28.388818083028596]"
7,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[231.45548118356186, -13.058968628462786, 126.91655625567513]","[15.573478396272089, 8.207456295115167, 8.370153420238564]","[210.4921870242176, -25.353459722141157, 115.74148574201129]","[261.4899033568915, 0.07373686823028518, 141.383737762897]","[true, true, true]","[50.99771633267389, 25.42719659037144, 25.642252020885707]"
8,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[243.41130373091778, -23.008945818145058, 131.93312642366877]","[14.047449446440547, 7.765821549444293, 9.480085510646424]","[222.51799899842888, -33.62395636399166, 118.64016022834551]","[267.960593956344, -9.810251597336158, 148.83748897053934]","[true, true, true]","[45.442594957915105, 23.8137047666555, 30.197328742193832]"
9,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[255.76985025353906, -22.137196671584398, 126.62514624281042]","[15.026305647985073, 8.097243302045662, 9.135829198768805]","[232.4176371062045, -33.6535166441672, 115.21638067777657]","[281.18960908401215, -8.234633269882082, 143.55392978752832]","[true, true, true]","[48.77197197780765, 25.418883374285116, 28.33754910975175]"
10,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[246.96060770681254, -18.227933065335748, 137.8965955691878]","[13.63571535410237, 8.078383983878652, 9.132995969608539]","[226.42408541628606, -30.67047911603072, 124.20221628551239]","[270.148774503554, -5.2111429193901735, 153.2380599813867]","[true, true, true]","[43.72468908726796, 25.459336196640546, 29.035843695874306]"
11,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[233.2986981268192, -9.793672592006267, 137.4924473032575]","[14.896509673945996, 7.652523748895996, 8.67765910443594]","[212.25652718043756, -21.612574020725116, 124.03447817387661]","[261.20421315490995, 2.262822623819039, 151.6545607648847]","[true, true, true]","[48.94768597447239, 23.875396644544153, 27.6200825910081]"
12,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[241.72996601856156, -19.12392282657971, 125.26852535096153]","[14.131857471201995, 7.4311328053054355, 7.308655440210016]","[220.56585607367523, -30.378354280786866, 115.18265720280635]","[266.3708607489127, -6.597076238734574, 137.58751785748578]","[true, true, true]","[45.805004675237484, 23.781278042052293, 22.404860654679425]"
13,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[225.71621534146442, -17.539093629091887, 126.20038171284125]","[14.701710745110914, 7.856709954291672, 8.15011780377324]","[207.1386745311615, -28.904715310134144, 115.52340307083324]","[254.07053721321967, -5.1726830007089415, 140.60471394751792]","[true, true, true]","[46.93186268205815, 23.7320323094252, 25.081310876684682]"
14,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[247.10548876283062, -9.707265191149311, 135.96101051289094]","[15.484758409915266, 7.821544971699672, 8.110113393875835]","[224.57275145197664, -21.832599839588283, 123.21631649505133]","[275.64697306880294, 2.867872793924796, 149.7695583902383]","[true, true, true]","[51.07422161682629, 24.70047263351308, 26.55324189518697]"
15,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[231.40524526616377, -10.316023591754297, 125.33684192467675]","[14.023322341003924, 8.353602165807802, 8.236914424100844]","[211.04133150832766, -23.161234962413328, 114.81876714807365]","[256.5346909784382, 3.508097071587742, 139.89966493730742]","[true, true, true]","[45.49335947011056, 26.66933203400107, 25.080897789233774]"
16,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[233.96597028929918, -17.38957330862518, 123.57477013645033]","[15.080301295765302, 8.5893956214834, 7.8754121919175]","[212.4506984135997, -29.700603871665734, 114.14824412468751]","[261.34245566336983, -2.7031206208959775, 137.69667193921686]","[true, true, true]","[48.89175724977014, 26.997483250769758, 23.548427814529347]"
17,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[235.20935550713105, -11.257330306938828, 128.97837826558904]","[13.208383452147007, 7.9682481417858035, 7.725538647744466]","[214.8555153812218, -23.381279242494983, 117.6015593751425]","[258.19671537507986, 2.2578209569167127, 142.56540283168513]","[true, true, true]","[43.341199993858055, 25.639100199411697, 24.963843456542634]"
18,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[231.24662365014157, -13.417357210669774, 129.1833938302861]","[12.196995141710918, 7.33626747301022, 7.474893351117392]","[212.49533503996935, -24.991680430884358, 117.95801011750365]","[252.15064890354347, -1.3542207954343628, 141.82447653075874]","[true, true, true]","[39.65531386357412, 23.637459635449996, 23.866466413255097]"
19,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[238.91872468791212, -16.802186722712456, 127.36643029848113]","[13.587231564500613, 7.778101214390785, 8.039945225607429]","[218.3532738111741, -28.577145197646082, 116.15397257630049]","[262.2485238599147, -3.9950742855991397, 141.08667264148647]","[true, true, true]","[43.89525004874062, 24.582070912046944, 24.932700065185983]"
20,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[226.14823873555017, -14.963185026283897, 126.53660243903056]","[18.2692005908132, 11.724580712092115, 10.844299263069361]","[206.26127654607268, -28.291848252641405, 114.64801668783161]","[264.08651316174104, 7.017295202834075, 148.34597492789067]","[true, true, true]","[57.82523661566836, 35.30914345547548, 33.69795824005905]"
21,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[245.63257847501566, -13.113596984000065, 125.95414499012698]","[14.499701058341232, 8.666170901841534, 8.198435921377458]","[223.61750986025692, -27.208953248772684, 115.34594146491908]","[270.1754154124495, 1.0521965844132193, 140.31037069628638]","[true, true, true]","[46.55790555219261, 28.261149833185904, 24.964429231367305]"
22,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[238.23064171392363, -9.169164307736779, 127.54423549422084]","[13.336182035470708, 7.646452204300151, 7.432190076625201]","[218.3782359641567, -21.136589637417618, 116.40862355641106]","[261.393211372871, 3.3763363311283197, 140.60548721769845]","[true, true, true]","[43.01497540871432, 24.512925968545936, 24.196863661287395]"
23,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[230.57213381239433, -4.658606557825922, 124.9081191654048]","[16.679079467111215, 9.388923685471976, 8.78426256905821]","[209.41953746036862, -17.98844167244286, 114.50595685901962]","[264.99944196800936, 10.46437466141076, 141.35779181311213]","[true, true, true]","[55.57990450764075, 28.45281633385362, 26.85183495409251]"
24,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[235.41979228028418, -14.783989741693489, 135.03859991427862]","[12.87309926806603, 7.809698828773367, 8.377491741037497]","[215.8502141920328, -27.159272341432196, 122.76401127953008]","[256.8674927076398, -1.9867244718258132, 149.56654239360427]","[true, true, true]","[41.01727851560702, 25.172547869606383, 26.802531114074185]"
25,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[234.0165585777017, -12.165084415820003, 143.34686718011176]","[12.675815579138986, 8.66967706706421, 9.964936033716679]","[214.68007019623994, -25.813748536201995, 128.79045315095962]","[255.6067827343724, 1.5608388201898002, 160.77393471545824]","[true, true, true]","[40.92671253813245, 27.374587356391796, 31.983481564498618]"
26,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[221.16998728490077, -9.602542876115534, 127.34811305081205]","[14.462688351019908, 9.905395633378332, 10.553529889687319]","[205.36743748266704, -22.903516576855075, 114.89964103552158]","[251.87018365619664, 7.2240050264129305, 148.93867933757775]","[true, true, true]","[46.5027461735296, 30.127521603268008, 34.03903830205617]"
27,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[231.3057060808124, -18.703430864090475, 137.8526549258145]","[16.162383485647986, 9.894700142564592, 11.112787362153565]","[210.43503394113537, -31.117608899714693, 122.61555219598124]","[263.3226246955039, -2.389465906347773, 157.519564352663]","[true, true, true]","[52.887590754368546, 28.72814299336692, 34.90401215668176]"
28,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[246.41567621918395, -17.997786881779955, 129.1543585065332]","[16.13483258637838, 7.421693963267142, 8.241314158873772]","[223.9328562937722, -29.67770368110744, 117.01684908955812]","[276.37868345209836, -6.189722615297848, 143.15347632084357]","[true, true, true]","[52.44582715832615, 23.487981065809592, 26.136627231285445]"
29,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[247.33811766568428, -5.265822716432998, 133.1122119115188]","[13.285336891979325, 7.735242917255028, 7.614092332617029]","[226.7433761615387, -17.608853987251752, 121.64275139076075]","[270.0452630944061, 7.613715420464079, 146.08274990677842]","[true, true, true]","[43.301886932867404, 25.22256940771583, 24.439998516017667]"
30,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[229.27727370373682, -10.508303943047538, 125.66630724739088]","[12.336150922400854, 6.7678739367941105, 6.796914083536911]","[210.8582086709997, -21.324402995907047, 115.61402614149385]","[250.38747818101663, 0.5341582846808525, 137.4670476196036]","[true, true, true]","[39.529269510016945, 21.8585612805879, 21.85302147810974]"
31,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[244.89506944290596, -18.814664618568532, 134.49906322782303]","[13.606279316574835, 7.1922218055095, 7.970574991443072]","[224.12573663427253, -30.104785952830497, 121.85488286971123]","[268.7825704938905, -6.678625178892595, 147.63194682842598]","[true, true, true]","[44.65683385961796, 23.4261607739379, 25.77706395871475]"
32,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[224.34000805833088, -9.322247353850756, 124.17901762963682]","[14.580676040974184, 8.452476343703678, 8.346843141726898]","[206.52000093267182, -21.667428076584176, 114.3219466143662]","[253.82777704914395, 3.914541371800867, 140.1381286094539]","[true, true, true]","[47.30777611647213, 25.581969448385042, 25.816181995087703]"
33,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[220.5140183453582, -8.855424092304961, 132.0019335105049]","[13.372966353497006, 9.79577565627561, 10.720051520378865]","[205.35888941300192, -21.52434575594853, 117.98349625442232]","[248.35182415355584, 7.546680939187084, 152.7332978725309]","[true, true, true]","[42.99293474055392, 29.071026695135615, 34.74980161810858]"
34,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[233.22075273283804, -2.0795450050330424, 131.87615037018693]","[12.991593649816098, 7.4576772196654595, 7.908631405104323]","[213.55536892668366, -14.022200126564355, 119.88708973124673]","[256.42693033618616, 9.819148091531558, 145.26342786032222]","[true, true, true]","[42.871561409502505, 23.841348218095913, 25.376338129075492]"
35,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[226.44243626656802, -22.14742682492958, 131.4016399532249]","[13.359118575588768, 7.617016802265401, 10.253928244970629]","[208.38774612035152, -32.54620497523623, 117.48075289827428]","[250.5501867758976, -8.873933517637655, 150.9369774499833]","[true, true, true]","[42.16244065554608, 23.672271457598576, 33.45622455170901]"
36,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[240.2175764933316, -14.70225835706487, 136.26054447297727]","[13.077152090612513, 8.208431156914617, 8.666891500848472]","[219.40989569779256, -28.102645377714513, 123.74908077688104]","[261.87171987666085, -1.1626129889775663, 151.2392888158293]","[true, true, true]","[42.461824178868284, 26.940032388736945, 27.490208038948253]"
37,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[242.19908776750657, -4.292009382603168, 133.23916164184155]","[12.84257059831632, 7.746500527782327, 8.301929767039393]","[222.20432042088063, -16.5852809652082, 120.85777841059448]","[264.21426479243445, 8.185190467844247, 147.09510602104635]","[true, true, true]","[42.009944371553814, 24.770471433052446, 26.23732761045187]"
38,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[262.14267633934605, -5.404299755171861, 131.48928405949815]","[15.27415758727266, 9.2444227981247, 9.020291429924985]","[238.3904747462047, -19.568968104294033, 118.97187606496966]","[287.89906589913244, 10.064131419744188, 147.32557021037587]","[false, true, true]","[49.50859115292775, 29.633099524038222, 28.35369414540621]"
39,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[258.72503825585113, -20.683887362932772, 126.28870264053633]","[15.368791272008526, 8.414019401954588, 9.371172964159834]","[235.74763452507437, -33.20013230045088, 115.03999009217029]","[285.82863652599224, -6.406086740930168, 144.49606025442986]","[false, true, true]","[50.08100200091786, 26.794045559520715, 29.45607016225958]"
40,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[239.14736435753306, -10.051261095430752, 142.12726683833492]","[14.57059771411432, 7.612986204073945, 8.438165485645964]","[217.8815817795788, -21.756852924844356, 128.76933227543424]","[265.3284339330787, 2.5209793197272883, 156.04002366913156]","[true, true, true]","[47.44685215349992, 24.277832244571645, 27.27069139369732]"
41,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[239.26962359808635, -18.18859331437686, 135.19056625537215]","[12.514631322883355, 7.706201334512032, 8.699360044747477]","[219.77044549956202, -30.287935213398672, 122.51088369147467]","[260.1064617936742, -5.300770758113579, 149.66433399421823]","[true, true, true]","[40.3360162941122, 24.987164455285093, 27.15345030274355]"
42,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[239.50074842664708, -5.26306527718703, 133.3655851936712]","[12.436717505691886, 6.9639702216208255, 7.280540647725871]","[219.99595496286904, -16.64001957581983, 121.93339823698288]","[260.2261871715222, 6.280759972034883, 145.3772196441101]","[true, true, true]","[40.23023220865318, 22.920779547854714, 23.44382140712723]"
43,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[230.0219810059954, -13.74952864598698, 124.68138169012573]","[15.39599030885312, 8.554011667194796, 9.03475152399516]","[209.33009986104312, -26.51522801742631, 114.34157386226143]","[258.4255233529686, 0.2716516261319959, 142.05776075667836]","[true, true, true]","[49.09542349192546, 26.786879643558304, 27.716186894416936]"
44,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[221.1343535417286, -16.46319589009302, 145.84256071134863]","[14.004391093311908, 10.301792254869392, 13.01047362754145]","[205.253119667711, -30.94235369341444, 128.1199283189086]","[249.32941994148854, 0.373067215174292, 171.1654664975884]","[true, true, true]","[44.07630027377755, 31.31542090858873, 43.045538178679806]"
45,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[244.09655051022847, -4.648600548394213, 124.89287939540819]","[16.61277225675091, 8.038034932669476, 7.766104719470833]","[220.56268582805183, -16.920779370473465, 114.83735195702705]","[274.9542854802491, 8.141381019178844, 138.4937715034664]","[true, true, true]","[54.39159965219727, 25.06216038965231, 23.656419546439352]"
46,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[231.14577738817817, -11.38260408060634, 125.47048924473827]","[14.237048172276914, 8.47381986116786, 8.362169357171128]","[211.1544956911338, -24.274209383604163, 114.99425741144873]","[256.9419039519737, 2.1139406184544125, 140.1629555393758]","[true, true, true]","[45.7874082608399, 26.388150002058573, 25.16869812792706]"
47,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[252.63247638367568, -17.648844937544496, 131.19207027663253]","[13.582976918759426, 7.726471963135216, 8.184789910888304]","[231.66331251905945, -29.696355628160752, 119.2651305655965]","[275.8797543466516, -4.611123537257806, 144.90692639055158]","[true, true, true]","[44.21644182759218, 25.085232090902945, 25.641795824955082]"
48,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[222.05823208800788, -11.355814554838082, 125.90008712995905]","[16.24875922369209, 11.052375027430065, 10.688932010090339]","[205.08437937874947, -25.08663119186076, 114.16642135127353]","[256.32647990836574, 7.8200696492906845, 147.68319944793097]","[true, true, true]","[51.242100529616266, 32.90670084115145, 33.51677809665745]"
49,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[247.56974788452453, -4.399070482262575, 129.4711904834893]","[13.749986330035018, 7.1859789653365915, 7.155538292193364]","[225.90617797561194, -15.98026333446035, 118.497782057004]","[270.8514856589322, 7.404116397650917, 141.6541756013497]","[true, true, true]","[44.94530768332024, 23.384379732111267, 23.15639354434569]"
50,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[230.53845760463048, -20.824811552860478, 130.34603935361272]","[13.135559178383172, 7.531148492510526, 8.618232810635115]","[211.64641542499282, -31.96566985642683, 118.0417537315642]","[254.26442651150444, -7.880984507037744, 145.55396366922554]","[true, true, true]","[42.618011086511615, 24.084685349389083, 27.51220993766134]"
51,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[242.8039392320591, 0.7069665296365545, 124.43959478471673]","[13.954879440108165, 8.075791209329395, 7.251835661300965]","[220.6295857492941, -11.745638399294204, 114.77039801806521]","[266.2973339153752, 14.278225975025405, 136.56973313215025]","[true, true, true]","[45.66774816608108, 26.023864374319608, 21.79933511408504]"
52,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[240.44113968242547, -13.574701716524348, 138.8692890802229]","[13.340453644317922, 8.413046402961482, 9.017397580882303]","[220.19778117522756, -26.62977042468247, 125.53054271954375]","[263.5525761762265, 0.15565814082681242, 154.31439640208518]","[true, true, true]","[43.35479500099896, 26.78542856550928, 28.783853682541434]"
53,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[225.65157094795768, -10.472618142529127, 126.02670184233442]","[18.537919313890967, 11.55146709226761, 9.822850600255181]","[205.81637893722115, -24.0521109004595, 114.62610825698077]","[264.7702341679016, 9.090693864034503, 145.46296387453415]","[true, true, true]","[58.95385523068046, 33.142804764494, 30.836855617553383]"
54,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[246.67924727855763, -19.562618964992136, 124.42824521749279]","[17.09855396773187, 9.094580733153789, 9.478708778677277]","[222.5861970339281, -31.784397991231224, 114.21220066005942]","[278.31357778726516, -3.789108970928317, 143.85656239908067]","[true, true, true]","[55.72738075333706, 27.995289020302906, 29.64436173902125]"
55,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[225.16291964578596, -13.295752049520198, 151.8898359392516]","[15.04706698958371, 10.042709253833689, 11.405361954423107]","[206.8644535959703, -26.640848401249748, 135.73776768639692]","[254.80391295095112, 2.928240768099987, 172.76410348657595]","[true, true, false]","[47.93945935498081, 29.569089169349734, 37.02633580017903]"
56,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[241.63402805343665, 2.3091947596154885, 134.7791257117197]","[12.782796899498711, 7.431046996616261, 8.144679078113974]","[221.83778173346258, -9.777902023902389, 122.63025291285831]","[263.2482339885146, 14.481055432830564, 148.46338244613614]","[true, false, true]","[41.41045225505201, 24.25895745673295, 25.833129533277827]"
57,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[244.3964756444614, -11.766195795933264, 122.86539996085533]","[13.667337577498527, 7.2137509748612345, 6.3659594013313585]","[223.52796398738698, -23.14687945368832, 114.36890418455849]","[267.80621365989384, 0.21408615427420366, 133.7725356641714]","[true, true, true]","[44.27824967250686, 23.360965607962523, 19.403631479612898]"
58,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[225.29719326829888, -2.5945317751815593, 123.86038292053483]","[16.370709390574156, 7.743456509768434, 7.041749635452499]","[206.72754497423264, -13.970676155682979, 114.54372601057953]","[257.02033963854853, 8.905753120065429, 135.99785142423414]","[true, true, true]","[50.29279466431589, 22.876429275748407, 21.45412541365461]"
59,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[230.46466895283257, -13.641584431442089, 139.33553137036998]","[13.319473368818658, 7.8949670738468605, 8.806463392804243]","[211.36690687360303, -25.473886677051734, 125.9772965851851]","[254.1605372780892, -0.7788712334301007, 154.27335579533752]","[true, true, true]","[42.79363040448618, 24.695015443621635, 28.29605921015242]"
60,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[221.867512881049, -16.329257945451772, 131.9943554568846]","[10.932706354892376, 7.060890759999396, 7.884810277976991]","[206.6723863497884, -27.37207852525333, 119.99196887636093]","[241.90460357600654, -4.6428336854575605, 145.0869947320154]","[true, true, true]","[35.232217226218125, 22.72924483979577, 25.09502585565447]"
61,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[240.9722838726154, -8.494200602846712, 124.87355811087608]","[16.106887254617014, 8.722429817839448, 8.322678869177112]","[218.6322504318275, -21.336717114387017, 114.55400363155304]","[271.7918959856533, 5.423670673103072, 139.82697728920346]","[true, true, true]","[53.15964555382581, 26.76038778749009, 25.27297365765041]"
62,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[248.8037440322782, -24.080382932725023, 127.66392736825576]","[14.487400627492576, 7.216955253527169, 8.636742269364731]","[227.41907365526077, -33.95258789940764, 116.07340933582157]","[273.9864166910975, -11.004026361435288, 142.84821562439876]","[true, false, true]","[46.5673430358367, 22.948561537972353, 26.774806288577196]"
63,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[234.30297280470901, -16.303946728044526, 134.7561465369499]","[12.325205630341463, 7.58422942078223, 8.678823616959086]","[215.03980693856158, -28.41218880563537, 122.14413869733175]","[255.02471165322547, -4.012763402621219, 149.66798953935444]","[true, true, true]","[39.984904714663884, 24.399425403014153, 27.523850842022682]"
64,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[236.03784228618014, -8.48312314960615, 127.45996406606413]","[14.102426156566157, 8.384330737569007, 8.991699681019318]","[215.72455532616684, -21.29785553176241, 115.86352697395871]","[260.94643152212615, 5.134548357542066, 143.26745907042312]","[true, true, true]","[45.22187619595931, 26.432403889304474, 27.403932096464402]"
65,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[220.84914474421637, -8.151538110386038, 134.88931145729256]","[14.16480134299943, 8.946701607131516, 10.231592726636904]","[204.82572736990298, -21.01543428793858, 119.93992880682346]","[249.30395325862972, 7.355508696765867, 152.73160873295393]","[true, true, true]","[44.47822588872674, 28.370942984704445, 32.79167992613047]"
66,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[234.2687837503442, -8.840346756487714, 134.41276079955512]","[12.052881307638964, 7.759341455062672, 8.395818949191431]","[215.9973344815733, -20.919374822264313, 122.02980612873652]","[254.70949253454353, 3.6239484816939838, 148.12369768214703]","[true, true, true]","[38.71215805297024, 24.543323303958296, 26.0938915534105]"
67,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[232.57463390448424, -10.145732012662666, 137.69225548922194]","[12.78361774790721, 7.797462584426591, 8.693075701288967]","[213.52679801150057, -22.52865864936985, 124.82815287511059]","[254.89926914654984, 2.9940673345351176, 152.61589513786282]","[true, true, true]","[41.37247113504927, 25.522725983904966, 27.787742262752232]"
68,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[252.2061518097234, -9.901768295455232, 137.34704244088817]","[13.598789431085496, 8.110002818022934, 8.05965259484844]","[230.8381015206827, -22.957294270013524, 125.43994288926488]","[275.51236383766974, 3.6988474184717877, 151.19543143191189]","[true, true, true]","[44.67426231698704, 26.656141688485313, 25.755488542647]"
69,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[222.87847684605418, -9.00984076755269, 124.32379034942987]","[11.12596666865399, 6.905971462092316, 6.522240430498799]","[206.89403240537817, -19.8764737648681, 115.11855949191488]","[242.33283963745268, 2.4733560457327015, 135.8544837799645]","[true, true, true]","[35.43880723207451, 22.3498298106008, 20.73592428804963]"
70,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[230.73116220097268, -11.112135651482763, 126.667752189499]","[13.74287577677065, 7.373057065626395, 7.408415912852559]","[211.10530800921066, -22.323786811192598, 115.96819277215566]","[255.5549687336333, 0.7808113929201216, 138.91620170594243]","[true, true, true]","[44.44966072442264, 23.10459820411272, 22.948008933786767]"
71,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[222.55464250759488, -11.488923288900304, 139.07857437271093]","[13.844004214490898, 9.919180372290473, 10.998178075087283]","[206.1762269824402, -24.42337728097984, 123.81558029971092]","[249.5850845788124, 5.102336455043191, 159.61384690469527]","[true, true, true]","[43.4088575963722, 29.52571373602303, 35.79826660498435]"
72,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[241.2268688557499, -6.147354958129512, 127.9548921467818]","[13.562907302578317, 7.811032261368535, 7.828255965707569]","[220.83610005563395, -18.385623396098165, 116.7516865381609]","[264.63930119227814, 6.488837154841724, 141.24676428547113]","[true, true, true]","[43.80320113664419, 24.874460550939887, 24.495077747310233]"
73,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[254.3480206934867, -19.454644609194926, 131.31278372498906]","[14.247639335695906, 8.120586617247056, 8.967514040867012]","[232.13452204088708, -32.0531409971316, 118.67098435126574]","[278.2147992766871, -6.094580745226343, 145.86969545493943]","[true, true, true]","[46.0802772358, 25.958560251905254, 27.198711103673688]"
74,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[229.46512331297905, -7.058439598413139, 141.59500408173324]","[12.940698567918515, 8.012799951330138, 9.053234218489079]","[210.88925431633814, -19.638498974984074, 128.086739196283]","[252.15421496348998, 6.0967836710723216, 157.18187265509707]","[true, true, true]","[41.26496064715184, 25.735282646056397, 29.095133458814075]"
