test_index,method,truth,estimate,sd,q05,q95,covers90,width90
0,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[485.73673517870446,188.18108546373648,246.1406168005927]","[32.83289667071818,25.310893110928173,27.712315881179496]","[427.92791206277616,144.60454540479708,196.31312680615943]","[533.2444755697875,229.23785311063358,288.9482188473515]","[true,true,true]","[105.31656350701132,84.6333077058365,92.63509204119205]"
1,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[386.7070865516765,152.912059723781,223.51239096108029]","[46.22895604602333,27.99770159303488,27.614463674521964]","[313.8356343551057,107.54935506867082,177.10256858127713]","[464.62066384367887,199.29455299052552,268.93556452010483]","[false,true,true]","[150.78502948857317,91.7451979218547,91.83299593882771]"
2,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[447.87618526321415,192.03722726554685,256.3467392102941]","[43.61499931182782,25.574226751093327,24.126254289239398]","[376.24397524402644,148.46254304888575,213.07275966457345]","[517.9605813136332,231.74001891726812,292.2026015623258]","[true,true,true]","[141.7166060696067,83.27747586838237,79.12984189775236]"
3,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[459.96459727008465,161.05652124463214,232.1628243212556]","[43.40062158851688,30.91910221339438,28.60651588548952]","[385.3607628275024,111.19493989669516,183.3278644245627]","[525.9138674465588,213.33465029971777,277.51955746710564]","[true,true,true]","[140.5531046190564,102.1397104030226,94.19169304254294]"
4,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[491.8215473397882,197.75062578066414,216.29441900218487]","[30.393257095971137,17.550902061875572,21.786125350713146]","[438.01508417854035,167.43358284248367,178.1442698213718]","[536.0044868705046,225.28888648361973,250.3544135461909]","[true,true,false]","[97.98940269196424,57.85530364113606,72.21014372481909]"
5,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[411.55890235665925,163.4224530393082,213.33155295662624]","[46.4768138112646,26.46035488782889,26.16021150649629]","[336.82489045646895,120.20963947771082,170.660625403273]","[489.5345589995599,207.53534868298559,257.23000301521387]","[true,true,false]","[152.70966854309097,87.32570920527476,86.56937761194087]"
6,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[454.580794865779,130.6437641620935,272.72066201930835]","[45.69319675040922,32.49975307931934,18.402960790206272]","[378.38597540047,77.94100692933729,237.6412296714368]","[526.0866649369649,185.70461305421426,296.94261386462483]","[true,false,true]","[147.7006895364949,107.76360612487697,59.30138419318803]"
7,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[490.97105661965264,162.8015029132782,223.13356964149511]","[30.665074947783914,26.316698222890526,27.583701716985566]","[435.38797253404636,119.68540005273627,175.6781320207559]","[534.6610772956321,206.9727758018696,267.34558501153253]","[true,true,true]","[99.27310476158578,87.28737574913333,91.66745299077664]"
8,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[441.846297551761,198.06004524846333,252.7196745181712]","[43.13309089349999,22.15393775837641,23.330288959695704]","[369.99350779033233,159.98895413918092,211.3734966148334]","[515.548317132737,233.19629642244536,288.4567505060716]","[true,true,true]","[145.55480934240467,73.20734228326444,77.0832538912382]"
9,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[467.71541392599687,185.652703194719,229.40059834096803]","[39.96351233361253,24.780395769716776,26.76853711860829]","[397.80732517479345,144.81915670226633,184.98015111262708]","[527.895532107762,226.33319723834455,273.06739542130634]","[true,true,true]","[130.0882069329686,81.51404053607823,88.08724430867926]"
10,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[461.41170092789514,188.05395253411288,245.41185338864946]","[41.30663571373924,26.884524923385843,27.008256650807432]","[389.71684564100286,140.95928865879344,197.59983216308513]","[523.6270083198924,230.51618157403746,287.8102580559224]","[true,true,true]","[133.91016267888955,89.55689291524402,90.21042589283729]"
11,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[436.725677867183,185.81221937456894,250.72565176552297]","[46.28807706261548,26.4834646617913,25.93418620214929]","[360.4751136194635,141.7428933751662,205.6420608859638]","[510.85401034242165,227.57914725506234,290.4844379566788]","[true,true,true]","[150.37889672295813,85.83625387989613,84.842377070715]"
12,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[432.2593944287017,187.97850708608584,271.2396255452977]","[44.7204943394762,25.823154357268525,18.135009815239687]","[359.3353835679647,143.86996591972127,236.53781833970694]","[506.2787911451236,228.62522077964147,296.71139854455146]","[true,true,true]","[146.9434075771589,84.7552548599202,60.17358020484451]"
13,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[457.4315313778057,194.34332969099486,271.56020428227527]","[42.088183017819766,25.761008002653124,18.650689849174608]","[386.56691479622555,149.50654230691597,236.64725189262998]","[522.9226799931002,233.96078433125092,297.19202074876864]","[true,true,true]","[136.3557651968747,84.45424202433495,60.54476885613866]"
14,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[453.8453115170447,164.89565478116356,244.19228727492919]","[44.14402911384257,30.5614458263504,27.433845244643965]","[378.715120329059,114.47448534048087,195.7829646970417]","[522.1002290457769,215.54664689553724,286.67623186955245]","[true,true,true]","[143.38510871671792,101.07216155505637,90.89326717251075]"
15,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[448.49267878971517,210.60495357708498,277.09912132157854]","[40.57112541124186,20.538196535163674,17.04367595108847]","[382.7050309430937,174.76258186011873,244.31522710255913]","[517.4589271155528,242.0829805131516,298.9201639706026]","[true,true,true]","[134.75389617245912,67.32039865303287,54.60493686804344]"
16,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[424.79372681009124,169.0748856821034,272.44372824187144]","[47.49311890113205,29.150217219237728,17.629455631985365]","[347.77904030602315,121.3746806004491,239.66563869328678]","[503.7300838239817,216.13396617798685,296.9747760083332]","[true,true,true]","[155.95104351795857,94.75928557753775,57.30913731504643]"
17,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[467.79176371386677,210.7981624841473,267.5171201250506]","[37.333879267453824,21.111655226783725,21.43968347519774]","[405.0107331832879,173.81416487535378,227.76233766353144]","[527.3545983397515,242.5137507311685,296.75950033459145]","[true,true,true]","[122.34386515646361,68.69958585581472,68.99716267106001]"
18,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[484.3193782017247,195.99752863545234,252.0685529813576]","[33.71714719581511,24.113558248208243,25.842280664960203]","[425.1367974581266,155.5389557127362,205.44287354162077]","[532.606591473831,234.46206500708993,291.26328375335476]","[true,true,true]","[107.46979401570445,78.92310929435374,85.82041021173399]"
19,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[486.39900019903916,219.85711481112838,275.3506068429387]","[32.192624370276995,18.97688926576717,19.74404193575594]","[430.4246225728167,184.79985800460292,237.10010296156022]","[535.5524671160077,247.48931426807363,299.0229876966514]","[true,true,true]","[105.12784454319103,62.6894562634707,61.92288473509117]"
20,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[411.5499676657042,165.7997127214711,248.17774987729433]","[47.64687625895798,29.443822437466295,26.966650969663668]","[334.39522628979137,116.61909135713843,199.34554140657235]","[491.28742371786393,212.67478413419076,289.1683505002353]","[true,true,true]","[156.89219742807256,96.05569277705233,89.82280909366295]"
21,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[450.65253258920677,163.974364794228,228.27969051244054]","[45.864991669075515,30.17068132293623,28.18348756901564]","[370.73062966721125,115.49626687514257,180.42085333800856]","[523.2342208316782,215.0758736517944,273.6358328025196]","[true,true,true]","[152.5035911644669,99.57960677665184,93.21497946451103]"
22,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[376.77183607530793,164.12551128875086,272.25710297114796]","[46.93790097110053,27.990437387688257,18.102270820369682]","[301.2458000715184,117.34024072451126,238.0613416812408]","[454.9800605691486,209.0229659467121,296.95711479095115]","[false,true,true]","[153.7342604976302,91.68272522220084,58.89577310971035]"
23,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[431.8547385900343,155.71486888727077,250.77445817007822]","[47.90639835318093,32.20294241090698,26.10307453895304]","[353.7119381382602,103.2504267150848,203.03067189351486]","[510.2530489625961,209.9888612678918,290.558926938222]","[true,true,true]","[156.54111082433587,106.73843455280699,87.52825504470712]"
24,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[415.3829897362813,167.84399282118633,254.18099860114492]","[47.635101926890684,29.88061909623216,25.06701582456341]","[338.6481958704164,117.89047564433685,208.68755825385267]","[494.34241778325514,216.34013342428477,291.5579126411338]","[true,true,true]","[155.69422191283877,98.44965777994793,82.87035438728111]"
25,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[435.8820643214327,200.78334620956124,273.1805108344123]","[43.11740850757335,22.722062219745087,18.011559736129126]","[367.66206850090117,161.59604798200402,239.13251637522833]","[510.411823845922,236.25067854427044,297.6152820965858]","[true,true,true]","[142.74975534502084,74.65463056226642,58.48276572135748]"
26,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[456.23391090492214,138.78187417681605,227.93507946083153]","[45.56962691792105,32.340794312542,29.68475574755391]","[375.8650189632037,87.38762884808732,175.65444964380762]","[525.8047044076162,193.92822215655534,274.6088030973839]","[true,false,true]","[149.93968544441253,106.54059330846802,98.95435345357626]"
27,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[463.33484573013726,174.8333065191708,236.70243311927794]","[41.16318061137201,28.701758832513576,28.36955836561727]","[391.14130291796164,126.73562135529583,188.05228943595992]","[525.630078522439,222.46254009422415,283.08390611575913]","[true,true,true]","[134.48877560447738,95.72691873892832,95.03161667979921]"
28,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[489.71177491797425,182.92048947012745,270.9379909597109]","[33.080975745597804,26.00910801942427,21.05589994334373]","[430.94287816467914,139.16012513786282,228.98988349543166]","[535.4019501550628,224.5766976047071,297.8836304458973]","[true,true,true]","[104.45907199038362,85.41657246684429,68.89374695046567]"
29,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[463.9245339741288,156.37552018769182,233.68856972398962]","[41.79028601461835,31.241488179293185,29.06749305387252]","[391.444987725241,106.23997061937757,182.96966366450553]","[526.3193781371148,207.60421701923013,278.5357099535631]","[true,true,true]","[134.87439041187378,101.36424639985256,95.5660462890576]"
30,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[414.2801662544828,171.23256397080817,272.32224676379764]","[47.459631354347685,28.294384071399122,17.449842017860657]","[336.5556935846229,123.20181529471144,240.70728467586446]","[493.4901748068737,217.34985169523068,296.73731551297897]","[true,true,true]","[156.93448122225084,94.14803640051925,56.03003083711451]"
31,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[452.83974612605704,191.73800107685454,271.3083958133185]","[42.372142664885786,26.41494596178111,18.70478451862959]","[382.976157142797,145.98351770139575,236.62778311678113]","[521.4011003294852,232.7532030182985,297.0717172555994]","[true,true,true]","[138.4249431866882,86.76968531690275,60.44393413881829]"
32,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[433.3248969514733,180.672604002287,249.1561259145454]","[46.97450206136025,27.37394935614015,26.124207023761844]","[358.322791991454,135.316766678037,202.87085377053134]","[511.1847615023389,225.58286377765415,288.89254491539486]","[true,true,true]","[152.86196951088493,90.26609709961716,86.02169114486352]"
33,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[442.85673083814123,174.99124356751264,248.6372925956932]","[45.74063650971953,29.403995283238807,26.450055704323248]","[366.67638219890586,126.18017213213578,201.46890763056277]","[516.7009379662744,222.27313642123957,288.854167323091]","[true,true,true]","[150.02455576736855,96.09296428910379,87.38525969252825]"
34,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[485.81285550805757,139.05689193560875,247.422223851956]","[31.831042631844177,29.715093807671103,28.83811766562647]","[428.4856870142845,89.95606988427879,193.52171978513869]","[531.9023907558957,187.00038675168062,290.3987842110079]","[true,false,true]","[103.41670374161117,97.04431686740183,96.87706442586924]"
35,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[491.18994708763137,158.78961430484918,213.57315511204652]","[31.030442509559588,25.37320435565304,26.881234847308846]","[434.2030745614755,118.10975543514428,168.38670680989128]","[534.1689750441873,201.4823215296703,257.5762311542359]","[true,true,false]","[99.96590048271179,83.37256609452601,89.18952434434465]"
36,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[471.62092689341773,163.77877835212183,245.12226488275368]","[38.42440189036086,30.786008999403847,28.485363595307412]","[405.8926777511406,113.00266643109302,194.46967024016584]","[529.1390706850646,214.6016484369671,289.1650133253213]","[true,true,true]","[123.24639293392397,101.59898200587409,94.69534308515546]"
37,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[353.5446358026793,155.60393509307917,244.53728428722852]","[42.486160716920324,27.190363646741393,27.2255915025814]","[286.2046052084294,109.7750549959974,195.20159211630627]","[426.27081772369837,199.60402258262948,286.32984778219617]","[false,true,true]","[140.06621251526894,89.82896758663209,91.1282556658899]"
38,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[482.01832358978197,197.4824063087243,262.22050299529235]","[34.11481265130919,24.76227483976504,23.777846195888976]","[422.0153637901788,154.9771817852313,217.5658234908293]","[531.9305895696305,236.36956237997234,295.10939030659085]","[true,true,true]","[109.91522577945165,81.39238059474104,77.54356681576155]"
39,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[478.75343440248116,160.68409505107218,269.93311517378004]","[37.847347357693266,28.980973369107936,20.096086252201584]","[412.49999059397084,112.17258349006434,231.10985417315638]","[533.4475782222866,206.9928021747993,297.3448232728726]","[true,true,true]","[120.94758762831572,94.82021868473495,66.23496909971621]"
40,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[406.7209577276302,146.47192307570967,248.3102402666088]","[49.180985740794085,31.64993652734157,26.824570066784787]","[327.9151560289745,95.43027766114098,198.84535580685503]","[490.7596592942779,200.6033284623136,288.3991455745824]","[true,true,true]","[162.84450326530344,105.17305080117264,89.55378976772738]"
41,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[424.86863319603333,144.29511905855784,185.1586518142118]","[46.18803546062831,26.344499392832322,24.244612501848813]","[349.34022055101934,102.44867046921391,147.44419588848604]","[499.32569356168847,189.546269471288,226.89513027510802]","[true,false,false]","[149.98547301066912,87.0975990020741,79.45093438662198]"
42,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[487.06448647578907,203.18727339090503,267.224353899676]","[33.18940214232274,23.569896952180247,22.261463248010077]","[428.2400376235227,162.4996460680111,224.74618201936323]","[534.6199475549089,239.95573526453057,296.98130855081746]","[true,true,true]","[106.37990993138618,77.45608919651949,72.23512653145423]"
43,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[483.94504394363787,144.01066085357198,251.92863868600247]","[32.02298355426176,29.43321664886926,27.491096347695052]","[426.1351930903592,94.82953365775327,200.71993382702962]","[530.5507648479728,190.99994660058346,291.8682713661045]","[true,false,true]","[104.41557175761358,96.17041294283018,91.1483375390749]"
44,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[431.7551405995983,185.45464759479108,261.55339468794637]","[46.15578390303127,26.65261994259463,22.39975160588574]","[355.4091972562493,139.71667325600376,220.22719029626134]","[507.45978402578345,228.36947804071323,294.3981875683763]","[true,true,true]","[152.05058676953416,88.65280478470947,74.17099727211493]"
45,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[362.95550745725205,99.53452794458417,227.7010535182289]","[47.20381254619937,31.372022695425766,29.790817112631277]","[289.1217861814082,50.9934299114841,177.3567141577312]","[444.9824063031513,154.38106377932093,276.2475000301495]","[false,false,true]","[155.86062012174312,103.38763386783683,98.89078587241832]"
46,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[457.2561440539932,156.20244617546973,243.12175202420423]","[44.47482692172869,31.72480567417439,27.799577485970392]","[381.50783992558104,104.33191571388046,194.3973579320075]","[523.7174535306876,210.3233742854793,285.3411349694963]","[true,true,true]","[142.2096136051066,105.99145857159884,90.94377703748879]"
47,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[412.9403082844731,157.84992043781057,240.5413230161358]","[47.29402713506623,30.86319096642132,28.459499667679925]","[336.52808132342227,106.6639545347728,190.08345209915007]","[491.45494196970856,208.4187929727445,285.3245898205958]","[true,true,true]","[154.9268606462863,101.75483843797171,95.24113772144574]"
48,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[484.7480752107766,178.6295440545117,251.98624240170489]","[32.81844734099755,27.34384456720339,26.794835903532594]","[425.9924522739326,132.5939909712837,202.6552499711773]","[532.5311838183875,222.99209848865362,291.93324901332977]","[true,true,true]","[106.53873154445489,90.39810751736994,89.27799904215246]"
49,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[399.4065480573348,183.70912145858202,270.97603079441467]","[44.37754429299173,25.428240639628537,18.26949481119533]","[327.40095214258196,140.48302461705546,236.8033756662663]","[475.5314520169314,223.8863170672872,296.50135367963867]","[true,true,true]","[148.13049987434943,83.40329245023173,59.697978013372364]"
50,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[453.04752697455694,180.72910484226952,223.47047359305438]","[43.95272804893818,25.167427458971392,26.276161226626222]","[380.30672271359686,139.4332822201353,180.80422581711954]","[522.6532574261598,222.63419735433357,266.42645005052395]","[true,true,true]","[142.34653471256297,83.20091513419825,85.62222423340441]"
51,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[430.80467299484286,187.05023537905785,257.1590268584767]","[46.42412348483087,25.900553405970726,23.571396493251605]","[355.3817782647516,142.60319213023618,214.65589996773843]","[507.7846800944371,228.04071414586232,292.6576478631968]","[true,true,true]","[152.4029018296855,85.43752201562614,78.00174789545838]"
52,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[474.78036293865694,189.91463715262705,238.57437411988187]","[36.95665463805689,25.364492486911306,27.45083909873772]","[409.5447726012807,146.78098199520852,190.8768836617058]","[529.151809450428,229.7636128279864,281.70636142332194]","[true,true,true]","[119.60703684914728,82.98263083277789,90.82947776161615]"
53,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[391.8052829301511,153.29165860424314,196.645497007559]","[45.1521960634774,25.159779362531584,24.72634665055552]","[320.7371207231035,112.25567476171754,157.08966546309108]","[469.5678136902406,195.76263141484674,237.98203908632001]","[false,false,false]","[148.8306929671371,83.5069566531292,80.89237362322893]"
54,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[332.92347718647716,154.6197045876828,257.362836083681]","[40.94567963860609,26.050373280070016,24.236292653137127]","[268.3083159033996,111.49846104108354,213.25070372862734]","[403.1999280596872,196.528006645717,293.4798064057235]","[false,false,true]","[134.89161215628758,85.02954560463346,80.22910267709614]"
55,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[488.42006189739425,214.5113461731352,260.16219318297476]","[31.421923323808098,19.25344121658069,23.53122577014785]","[433.1462897986239,179.26933126780347,217.0746218111528]","[534.8844337164359,243.26545119606365,294.44164625227114]","[true,true,true]","[101.73814391781195,63.996119928260185,77.36702444111833]"
56,rough pilot-only NPE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[465.1763070942158,180.98594998413327,272.07627603391984]","[41.2275838255898,28.42707645496539,18.807367137614527]","[394.02784541495754,132.70778213322248,236.57407533012957]","[528.6269110435627,226.380898584334,297.181917528631]","[true,true,true]","[134.59906562860516,93.67311645111153,60.60784219850143]"
